taxid,taxaname
3066145,Wolbachia endosymbiont (group A) of Eristalinus aeneus
3066146,Wolbachia endosymbiont (group A) of Lypha dubia
3066147,Wolbachia endosymbiont (group A) of Machimus atricapillus
3066148,Wolbachia endosymbiont (group A) of Myopa testacea
3066149,Wolbachia endosymbiont (group E) of Neria commutata
3066150,Wolbachia endosymbiont (group A) of Norellia spinipes
3066151,Wolbachia endosymbiont (group B) of Phasia obesa
3066152,Wolbachia endosymbiont (group A) of Phasia obesa
3066153,Wolbachia endosymbiont (group A) of Pherbina coryleti
3066154,Wolbachia endosymbiont (group A) of Pipizella viduata
3066155,Wolbachia endosymbiont (group A) of Portevinia maculata
3066156,Wolbachia endosymbiont (group A) of Urophora cardui
3066157,Wolbachia endosymbiont (group B) of Villa cingulata
3066158,Wolbachia endosymbiont (group A) of Volucella bombylans
3066159,Wolbachia endosymbiont (group B) of Gerris lacustris
3066160,Wolbachia endosymbiont (group B) of Pilophorus perplexus
3066161,Wolbachia endosymbiont (group B) of Agrotis exclamationis
3066162,Wolbachia endosymbiont (group B) of Agrotis puta
3066163,Wolbachia endosymbiont (group B) of Alcis repandata
3066164,Wolbachia endosymbiont (group B) of Apomyelois bistriatella
3066165,Wolbachia endosymbiont (group A) of Apotomis capreana
3066166,Wolbachia endosymbiont (group B) of Aricia artaxerxes
3066167,Wolbachia endosymbiont (group B) of Chesias legatella
3066168,Wolbachia endosymbiont (group B) of Cyclophora punctaria
3066169,Wolbachia endosymbiont (group A) of Cydia amplana
3066170,Wolbachia endosymbiont (group A) of Cydia strobilella
3066171,Wolbachia endosymbiont (group A) of Dendrolimus pini
3066172,Wolbachia endosymbiont (group B) of Dendrolimus pini
3066173,Wolbachia endosymbiont (group B) of Elophila nymphaeata
3066174,Wolbachia endosymbiont (group A) of Ennomos erosarius
3066175,Wolbachia endosymbiont (group B) of Ennomos erosarius
3066176,Wolbachia endosymbiont (group B) of Falcaria lacertinaria
3066177,Wolbachia endosymbiont (group B) of Hofmannophila pseudospretella
3066178,Wolbachia endosymbiont (group B) of Horisme vitalbata
3066179,Wolbachia endosymbiont (group B) of Idaea biselata
3066180,Wolbachia endosymbiont (group B) of Myelois circumvoluta
3066181,Wolbachia endosymbiont (group B) of Tholera decimalis
3066182,Wolbachia endosymbiont (group B) of Udea ferrugalis
3066183,Wolbachia endosymbiont (group A) of Udea olivalis
3066184,Wolbachia endosymbiont (group B) of Xanthorhoe designata
3066185,Wolbachia endosymbiont (group B) of Xylocampa areola
3066186,Wolbachia endosymbiont (group B) of Yponomeuta malinellus
3066188,Wolbachia endosymbiont (group A) of Alloplasta piceator
3066189,Wolbachia endosymbiont (group A) of Andrena bucephala
3066190,Wolbachia endosymbiont (group A) of Andrena carantonica
3066191,Wolbachia endosymbiont (group A) of Andrena fulva
3066192,Wolbachia endosymbiont (group A) of Andrena helvola
3066193,Wolbachia endosymbiont (group A) of Andrena trimmerana
3066194,Wolbachia endosymbiont (group A) of Anthophora plumipes
3066195,Wolbachia endosymbiont (group A) of Aporus unicolor
3066196,Wolbachia endosymbiont (group A) of Campoletis raptor
3066197,Wolbachia endosymbiont (group A) of Chalcis sispes
3066200,Wolbachia endosymbiont (group A) of Gastracanthus pulcherrimus
3066201,Wolbachia endosymbiont (group A) of Lasioglossum fulvicorne
3066202,Wolbachia endosymbiont (group A) of Lasioglossum villosulum
3066203,Wolbachia endosymbiont (group A) of Melitta haemorrhoidalis
3066204,Wolbachia endosymbiont (group A) of Nomada ferruginata
3066205,Wolbachia endosymbiont (group A) of Nomada flava
3066206,Wolbachia endosymbiont (group A) of Nomada fucata
3066207,Wolbachia endosymbiont (group A) of Nomada goodeniana
3066208,Wolbachia endosymbiont (group A) of Nomada hirtipes
3066209,Wolbachia endosymbiont (group A) of Ophion costatus
3066210,Wolbachia endosymbiont (group A) of Ophion ellenae
3066211,Wolbachia endosymbiont (group A) of Oxytorus armatus
3066212,Wolbachia endosymbiont (group A) of Paraperithous gnathaulax
3066213,Wolbachia endosymbiont (group A) of Rhorus exstirpatorius
3066214,Wolbachia endosymbiont (group A) of Therophilus tumidulus
3066215,Wolbachia endosymbiont (group A) of Tromatobia lineatoria
3077915,Wolbachia endosymbiont (group B) of Ablattaria laevigata
3077916,Wolbachia endosymbiont (group B) of Germaria angustata
3077917,Wolbachia endosymbiont (group A) of Opomyza germinationis
3077918,Wolbachia endosymbiont (group B) of Agriphila inquinatella
3077919,Wolbachia endosymbiont (group A) of Aleiodes leptofemur
3077920,Wolbachia endosymbiont (group A) of Cephus spinipes
3077921,Wolbachia endosymbiont (group A) of Hedychridium roseum
3077922,Wolbachia endosymbiont (group A) of Ischnus inquisitorius
3077923,Wolbachia endosymbiont (group A) of Nomada rufipes
3077924,Wolbachia endosymbiont (group A) of Philanthus triangulum
3080329,Wolbachia endosymbiont of Drosophila aff. chauvacae BK-2020
3134048,Wolbachia endosymbiont of Zygogramma bicolorata
3139309,Wolbachia endosymbiont (group A) of Cerceris ruficornis
3139310,Wolbachia endosymbiont (group A) of Microdon myrmicae
3139311,Wolbachia endosymbiont (group A) of Melieria omissa
3139312,Wolbachia endosymbiont (group B) of Anania hortulata
3139313,Wolbachia endosymbiont (group B) of Schoenobius gigantella
3139314,Wolbachia endosymbiont (group A) of Schoenobius gigantella
3139315,Wolbachia endosymbiont (group A) of Sturmia bella
3139316,Wolbachia endosymbiont (group B) of Eupithecia inturbata
3139317,Wolbachia endosymbiont (group B) of Limnophora tigrina
3139318,Wolbachia endosymbiont (group A) of Limnophora tigrina
3139319,Wolbachia endosymbiont (group A) of Scoparia ambigualis
3139320,Wolbachia endosymbiont (group B) of Scrobipalpa ocellatella
3139321,Wolbachia endosymbiont (group A) of Colletes cunicularius
3139322,Wolbachia endosymbiont (group A) of Barypeithes pellucidus
3158571,Wolbachia endosymbiont of Armadillidium arcangelii
3342489,Wolbachia sp. wLmal
3383250,Wolbachia endosymbiont of Rhagoletis indifferens
66084,Wolbachia sp. wRi
77038,Wolbachia endosymbiont of Drosophila simulans
77125,Wolbachia endosymbiont of Encarsia formosa
77551,Wolbachia endosymbiont of Onchocerca volvulus
80849,Wolbachia endosymbiont of Brugia malayi
80850,Wolbachia endosymbiont of Litomosoides sigmodontis
96495,Wolbachia endosymbiont of Brugia pahangi
100901,Wolbachia endosymbiont of Onchocerca ochengi
109663,Wolbachia endosymbiont of Drosophila mauritiana
116598,Wolbachia endosymbiont of Diaphorina citri
125593,Wolbachia endosymbiont of Trichogramma pretiosum
154048,Wolbachia endosymbiont of Ostrinia furnacalis
163164,Wolbachia endosymbiont of Drosophila melanogaster
167957,Wolbachia endosymbiont of Aedes albopictus
169184,Wolbachia endosymbiont of Tetranychus urticae
169402,Wolbachia endosymbiont of Folsomia candida
183754,Wolbachia endosymbiont of Ostrinia scapulalis
215173,Wolbachia endosymbiont of Bemisia tabaci
218111,Wolbachia endosymbiont of Corcyra cephalonica
246273,Wolbachia endosymbiont of Cimex lectularius
260915,Wolbachia endosymbiont of Drosophila yakuba
260917,Wolbachia endosymbiont of Drosophila santomea
263437,Wolbachia endosymbiont of Culex quinquefasciatus
282263,Wolbachia endosymbiont of Drosophila innubila
295084,Wolbachia endosymbiont of Drosophila willistoni
307502,Wolbachia endosymbiont of Drosophila ananassae
375919,Wolbachia endosymbiont of Drosophila pseudotakahashii
497299,Wolbachia endosymbiont of Ceratosolen solmsi
502352,Wolbachia endosymbiont of Delia radicum
546165,Wolbachia endosymbiont of Aedes aegypti
573241,Wolbachia endosymbiont of Oryzaephilus surinamensis
931100,Wolbachia endosymbiont of Oedothorax gibbosus
1220542,Wolbachia endosymbiont of Rhagoletis cingulata
1335053,Wolbachia endosymbiont of Chrysomya megacephala
1633785,Wolbachia endosymbiont of Drosophila incompta
1812111,Wolbachia endosymbiont of Cruorifilaria tuberocauda
1812112,Wolbachia endosymbiont of Dipetalonema caudispina
1812115,Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis
2591635,Wolbachia endosymbiont of Carposina sasakii
2603209,Wolbachia endosymbiont of Zaprionus tsacasi
212042,Anaplasma phagocytophilum str. HZ
1173064,Anaplasma phagocytophilum str. JM
1184253,Anaplasma phagocytophilum str. HZ2
1184254,Anaplasma phagocytophilum str. Dog2
1392506,Anaplasma phagocytophilum str. Norway variant1
1392507,Anaplasma phagocytophilum str. Norway variant2
395019,Burkholderia multivorans ATCC 17616
985079,Burkholderia multivorans ATCC BAA-247
216591,Burkholderia cenocepacia J2315
331272,Burkholderia cenocepacia HI2424
1055524,Burkholderia cenocepacia H111
265293,Burkholderia ubonensis subsp. mesacidophila
1249668,Burkholderia ubonensis MSMB22
339670,Burkholderia ambifaria AMMD
398577,Burkholderia ambifaria MC40-6
350701,Burkholderia dolosa AU0158
1385930,Burkholderia dolosa PC543
406425,Burkholderia orbicola MC0-3
983594,Burkholderia cepacia ATCC 25416
1009846,Burkholderia cepacia GG4
1449978,Burkholderia vietnamiensis LMG 10929
441162,Burkholderia oklahomensis C6786
441163,Burkholderia oklahomensis EO147
243160,Burkholderia mallei ATCC 23344
320388,Burkholderia mallei SAVP1
320389,Burkholderia mallei NCTC 10247
412022,Burkholderia mallei NCTC 10229
272560,Burkholderia pseudomallei K96243
320371,Burkholderia pseudomallei 1710a
320372,Burkholderia pseudomallei 1710b
320373,Burkholderia pseudomallei 668
331978,Burkholderia pseudomallei Pasteur 52237
357347,Burkholderia pseudomallei 1106b
357348,Burkholderia pseudomallei 1106a
360118,Burkholderia pseudomallei 406e
441156,Burkholderia pseudomallei 7894
536230,Burkholderia pseudomallei MSHR346
557724,Burkholderia pseudomallei 576
884204,Burkholderia pseudomallei 1026b
1229785,Burkholderia pseudomallei BPC006
1241583,Burkholderia pseudomallei NCTC 13179
1249468,Burkholderia pseudomallei NCTC 13178
1249469,Burkholderia pseudomallei MSHR1328
1249470,Burkholderia pseudomallei MSHR1079
1249471,Burkholderia pseudomallei MSHR146
1249472,Burkholderia pseudomallei MSHR2543
1249473,Burkholderia pseudomallei MSHR491
1249474,Burkholderia pseudomallei MSHR511
1249475,Burkholderia pseudomallei MSHR840
1249476,Burkholderia pseudomallei NAU20B-16
1249477,Burkholderia pseudomallei NAU35A-3
1249658,Burkholderia pseudomallei PB08298010
1249659,Burkholderia pseudomallei MSHR520
1306417,Burkholderia pseudomallei MSHR5858
1306418,Burkholderia pseudomallei HBPUB10134a
1306419,Burkholderia pseudomallei HBPUB10303a
1306420,Burkholderia pseudomallei MSHR5848
1306421,Burkholderia pseudomallei MSHR5855
1335307,Burkholderia pseudomallei MSHR305
1435365,Burkholderia pseudomallei TSV 48
1435372,Burkholderia pseudomallei MSHR3965
1435984,Burkholderia pseudomallei MSHR62
1435994,Burkholderia pseudomallei MSHR2243
1437000,Burkholderia pseudomallei MSHR1153
1439852,Burkholderia pseudomallei K42
1439854,Burkholderia pseudomallei B03
1439855,Burkholderia pseudomallei A79A
271848,Burkholderia thailandensis E264
1241582,Burkholderia thailandensis 2002721723
1249660,Burkholderia thailandensis 2002721643
1249662,Burkholderia thailandensis E444
1249663,Burkholderia thailandensis H0587
1249664,Burkholderia thailandensis 34
1249665,Burkholderia thailandensis E254
1249667,Burkholderia thailandensis USAMRU Malaysia #20
1250339,Burkholderia thailandensis MSMB59
564065,Ralstonia solanacearum MolK2
859656,Ralstonia solanacearum CFBP2957
859657,Ralstonia solanacearum PSI07
1031711,Ralstonia solanacearum Po82
1431453,Ralstonia solanacearum P673
907261,Ralstonia syzygii R24
1310167,Ralstonia syzygii subsp. indonesiensis
1310168,Ralstonia syzygii subsp. celebesensis
267608,Ralstonia pseudosolanacearum GMI1000
1262456,Ralstonia pseudosolanacearum FQY_4
2943848,Duganella sp. BuS-21
3423949,Duganella sp. P38
2709302,Massilia sp. Dwa41.01b
2709303,Massilia sp. Se16.2.3
2738142,Massilia sp. erpn
2861282,Massilia sp. NP310
2861283,Massilia sp. PAMC28688
2919578,Massilia sp. MB5
2970464,Massilia sp. H6
3064278,Massilia sp. R2A-15
3123041,Massilia sp. METH4
3126507,Massilia sp. W12
1593482,Massilia sp. YMA4
1678028,Massilia sp. NR 4-1
1707785,Massilia sp. WG5
3039386,Rugamonas sp. DEMB1
2995154,Pseudoduganella sp. SL102
3350174,Pseudoduganella sp. UC29_71
3374553,Pseudoduganella sp. UC29_106
3404060,Pseudoduganella sp. R-31
3404061,Pseudoduganella sp. R-32
3404062,Pseudoduganella sp. R-34
3404063,Pseudoduganella sp. R-43
3404065,Pseudoduganella sp. S-14
122586,Neisseria meningitidis MC58
630588,Neisseria meningitidis alpha710
909420,Neisseria meningitidis H44/76
122587,Neisseria meningitidis Z2491
272831,Neisseria meningitidis FAM18
374833,Neisseria meningitidis 053442
604162,Neisseria meningitidis 8013
768484,Neisseria meningitidis S0108
768485,Neisseria meningitidis K1207
546263,Neisseria elongata subsp. glycolytica ATCC 29315
641149,Neisseria sp. oral taxon 014 str. F0314
985080,Helicobacter pylori 2018
985081,Helicobacter pylori 2017
1391727,Helicobacter pylori 26695-1CL
1391728,Helicobacter pylori 26695-1CH
360106,Campylobacter fetus subsp. fetus 82-40
1240980,Campylobacter fetus subsp. fetus 04/554
688354,Campylobacter fetus subsp. venerealis str. 84-112
1093099,Campylobacter fetus subsp. venerealis 97/608
2789415,Campylobacter fetus subsp. venerealis bv. venerealis
2789416,Campylobacter fetus subsp. venerealis bv. intermedius
1244529,Campylobacter fetus subsp. testudinum Sp3
192222,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819
354242,Campylobacter jejuni subsp. jejuni 81-176
360112,Campylobacter jejuni subsp. jejuni HB93-13
407148,Campylobacter jejuni subsp. jejuni 81116
478547,Campylobacter jejuni subsp. jejuni CG8421
567106,Campylobacter jejuni subsp. jejuni IA3902
645464,Campylobacter jejuni subsp. jejuni M1
683082,Campylobacter jejuni subsp. jejuni 1336
718271,Campylobacter jejuni subsp. jejuni S3
1201032,Campylobacter jejuni subsp. jejuni PT14
1340842,Campylobacter jejuni subsp. jejuni str. RM3420
1349827,Campylobacter jejuni subsp. jejuni M129
1357994,Campylobacter jejuni subsp. jejuni 00-2425
1380767,Campylobacter jejuni subsp. jejuni 00-2426
1380768,Campylobacter jejuni subsp. jejuni 00-2538
1383068,Campylobacter jejuni subsp. jejuni 00-2544
1408176,Campylobacter jejuni subsp. jejuni F38011
1031746,Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260
1031752,Campylobacter hyointestinalis subsp. lawsonii CCUG 27631
1031536,Campylobacter lari subsp. concheus LMG 11760
1031754,Campylobacter sputorum subsp. sputorum bv. RM3237
1032066,Campylobacter sputorum bv. paraureolyticus LMG 11764
1031920,Campylobacter sputorum bv. faecalis CCUG 20703
1048260,Leptospirillum ferriphilum ML-04
1441628,Leptospirillum ferriphilum YSK
1162668,Leptospirillum ferrooxidans C2-3
690850,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay
355278,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'
456481,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'
38347,Leptospira interrogans serovar Hardjo-prajitno
1279460,Leptospira interrogans serovar Hardjo str. Norma
267671,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130
189518,Leptospira interrogans serovar Lai str. 56601
573825,Leptospira interrogans serovar Lai str. IPAV
1395589,Leptospira interrogans serovar Linhai str. 56609
355276,Leptospira borgpetersenii serovar Hardjo-bovis str. L550
355277,Leptospira borgpetersenii serovar Hardjo-bovis str. JB197
758847,Leptospira santarosai serovar Shermani str. LT 821
243276,Treponema pallidum subsp. pallidum str. Nichols
455434,Treponema pallidum subsp. pallidum SS14
491081,Treponema pallidum subsp. pallidum DAL-1
666714,Treponema pallidum subsp. pallidum str. Chicago
686990,Treponema pallidum subsp. pallidum str. Mexico A
1095955,Treponema pallidum subsp. pallidum str. Sea 81-4
491078,Treponema pallidum subsp. pertenue str. SamoaD
491079,Treponema pallidum subsp. pertenue str. CDC2
491080,Treponema pallidum subsp. pertenue str. Gauthier
1155776,Treponema pallidum subsp. endemicum str. Bosnia A
2819286,Luteolibacter sp. LG18
2995170,Luteolibacter sp. SL250
3135776,Luteolibacter sp. AS25
3230487,Luteolibacter sp. Populi
2711231,Roseimicrobium sp. ORNL1
240016,Verrucomicrobium spinosum DSM 4136 = JCM 18804
1882831,Verrucomicrobium sp. GAS474
349741,Akkermansia muciniphila ATCC BAA-835
3037987,Akkermansia sp. BCRC 18949
3040764,Akkermansia sp. N21116
3073964,Akkermansia sp. EB-AMDK43
3115151,Akkermansia sp. AE01SA01
3115152,Akkermansia sp. RCC_12PD
3414159,Akkermansia sp. JRP_AM1
1882749,Opitutus sp. GAS368
452637,Opitutus terrae PB90-1
3398393,Oleiharenicola sp. Vm1
3034021,Nibricoccus sp. IMCC34717
583355,Coraliomargarita akajimensis DSM 45221
2866311,Ruficoccus sp. ZRK36
481448,Methylacidiphilum infernorum V4
1202785,Methylacidiphilum kamchatkense Kam1
3026424,Bremerella sp. P1
3119568,Bremerella sp. TYQ1
3415683,Anatilimnocola sp. NA78
1632865,Pirellula sp. SH-Sr6A
2943192,Blastopirellula sp. J2-11
243090,Rhodopirellula baltica SH 1
2127060,Rhodopirellula sp. P2
214688,Gemmata obscuriglobus UQM 2246
1630693,Gemmata sp. SH-PL17
3435775,Tundrisphaera sp. TA3
575540,Isosphaera pallida ATCC 43644
886293,Singulisphaera acidiphila DSM 18658
3120278,Singulisphaera sp. Ch08
3411797,Singulisphaera sp. PoT
3044399,Schlesneria sp. DSM 10557
3373610,Schlesneria sp. T3-172
521674,Planctopirus limnophila DSM 3776
756272,Rubinisphaera brasiliensis DSM 5305
1632864,Planctomyces sp. SH-PL14
1636152,Planctomyces sp. SH-PL62
1142394,Phycisphaera mikurensis NBRC 102666
3425129,Poriferisphaera sp. WC338
3064277,Candidatus Neptunochlamydia sp. REUL1
331113,Simkania negevensis Z
34094,Simkania sp.
1353976,Neochlamydia sp. S13
264201,Candidatus Protochlamydia amoebophila UWE25
765952,Parachlamydia acanthamoebae UV-7
716544,Waddlia chondrophila WSU 86-1044
1437425,Candidatus Criblamydia sequanensis CRIB-18
813,Chlamydia trachomatis
83554,Chlamydia psittaci
83555,Chlamydia abortus
83556,Chlamydia felis
83557,Chlamydia caviae
83558,Chlamydia pneumoniae
83559,Chlamydia suis
83560,Chlamydia muridarum
85991,Chlamydia pecorum
344886,Chlamydophila parapsittaci
1457141,Chlamydia avium
1457153,Chlamydia gallinacea
1806891,Candidatus Chlamydia sanziniae
1967782,Chlamydia serpentis
1967783,Chlamydia poikilotherma
2038470,Candidatus Chlamydia corallus
2494525,Chlamydia buteonis
2641215,unclassified Chlamydia
2766982,Chlamydia crocodili
834,Fibrobacter succinogenes subsp. succinogenes
2639715,unclassified Ignavibacterium
591197,Ignavibacterium album
1134405,Melioribacter roseus
146919,Salinibacter ruber
2640460,unclassified Rubrivirga
2558931,Rhodocaloribacter litoris
29549,Rhodothermus marinus
1457365,Cyclonatronum proteinivorum
2644176,unclassified Gracilimonas
2952158,Gracilimonas sediminicola
336810,Candidatus Karelsulcia muelleri
3066218,unclassified Candidatus Walczuchella
1415657,Candidatus Walczuchella monophlebidarum
2943807,Candidatus Shikimatogenerans bostrichidophilus
242600,Ichthyobacterium seriolicida
2862509,Paracrocinitomix mangrovi
2645487,unclassified Fluviicola
191579,Fluviicola taffensis
2766735,unclassified Faecalibacter
2898187,Faecalibacter bovis
59732,Chryseobacterium
